full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
ni presiden sekarang ngeluarin aturan aturan baru yg aneh setelah pemilu beberapa bulan sebelum pelantikan. nanti setelah pelantikan presiden baru aturannya bakal diubah lagi? ya mari kita lihat ,ni presiden sekarang ngeluarin aturan aturan baru yg aneh setelah pemilu beberapa bulan sebelum pelantikan. nanti setelah pelantikan presiden baru aturannya bakal diubah lagi? ya mari kita lihat ,ni presiden sekarang ngeluarin aturan aturan baru yg aneh setelah pemilu beberapa bulan sebelum pelantikan nanti setelah pelantikan presiden baru aturannya bakal diubah lagi? ya mari kita lihat,"['ni', 'presiden', 'sekarang', 'ngeluarin', 'aturan', 'aturan', 'baru', 'yg', 'aneh', 'setelah', 'pemilu', 'beberapa', 'bulan', 'sebelum', 'pelantikan', 'nanti', 'setelah', 'pelantikan', 'presiden', 'baru', 'aturannya', 'bakal', 'diubah', 'lagi', '?', 'ya', 'mari', 'kita', 'lihat']","['ni', 'presiden', 'sekarang', 'ngeluarin', 'aturan', 'aturan', 'baru', 'yg', 'aneh', 'setelah', 'pemilu', 'beberapa', 'bulan', 'sebelum', 'pelantikan', 'nanti', 'setelah', 'pelantikan', 'presiden', 'baru', 'aturannya', 'bakal', 'diubah', 'lagi', '?', 'ya', 'mari', 'kita', 'lihat']",,ni presiden sekarang ngeluarin aturan aturan baru yg aneh setelah pemilu beberapa bulan sebelum pelantikan nanti setelah pelantikan presiden baru aturannya bakal diubah lagi ? ya mari kita lihat,Is the current president issuing strange new rules after the election a few months before the inauguration? Will the rules be changed again after the inauguration of the new president? yeah let's see,0.3118181818181819,0.004545454545454538,positif,1
Nungguin pelantikan nya saja biar para pendukung nya bisa menikmati semua janji2 nya presiden terpilih  ,nungguin pelantikan nya saja biar para pendukung nya bisa menikmati semua janji2 nya presiden terpilih  ,nungguin pelantikan nya saja biar para pendukung nya bisa menikmati semua janji nya presiden terpilih,"['nungguin', 'pelantikan', 'nya', 'saja', 'biar', 'para', 'pendukung', 'nya', 'bisa', 'menikmati', 'semua', 'janji', 'nya', 'presiden', 'terpilih']","['nungguin', 'pelantikan', 'nya', 'saja', 'biar', 'para', 'pendukung', 'nya', 'bisa', 'menikmati', 'semua', 'janji', 'nya', 'presiden', 'terpilih']",,nungguin pelantikan nya saja biar para pendukung nya bisa menikmati semua janji nya presiden terpilih,Just waiting for his inauguration so that his supporters can enjoy all the promises the president-elect has made,0.5,0.4,positif,1
@Fahrihamzah @prabowo Jgn bicara soal amerika china atau negara lain. Bila di hari pertama setelah pelantikan sebagai Presiden Anda harus membuat pilihan meneruskan kenaikan harga/pengurangan subsidi atau membatalkannya. Modal yg tersisa di APBN mungkin hanya setengah dari setengahnya ,@fahrihamzah @prabowo jgn bicara soal amerika china atau negara lain. bila di hari pertama setelah pelantikan sebagai presiden anda harus membuat pilihan meneruskan kenaikan harga/pengurangan subsidi atau membatalkannya. modal yg tersisa di apbn mungkin hanya setengah dari setengahnya ,jgn bicara soal amerika china atau negara lain bila di hari pertama setelah pelantikan sebagai presiden anda harus membuat pilihan meneruskan kenaikan harga pengurangan subsidi atau membatalkannya modal yg tersisa di apbn mungkin hanya setengah dari setengahnya,"['jgn', 'bicara', 'soal', 'amerika', 'china', 'atau', 'negara', 'lain', 'bila', 'di', 'hari', 'pertama', 'setelah', 'pelantikan', 'sebagai', 'presiden', 'anda', 'harus', 'membuat', 'pilihan', 'meneruskan', 'kenaikan', 'harga', 'pengurangan', 'subsidi', 'atau', 'membatalkannya', 'modal', 'yg', 'tersisa', 'di', 'apbn', 'mungkin', 'hanya', 'setengah', 'dari', 'setengahnya']","['jgn', 'bicara', 'soal', 'amerika', 'china', 'atau', 'negara', 'lain', 'bila', 'di', 'hari', 'pertama', 'setelah', 'pelantikan', 'sebagai', 'presiden', 'anda', 'harus', 'membuat', 'pilihan', 'meneruskan', 'kenaikan', 'harga', 'pengurangan', 'subsidi', 'atau', 'membatalkannya', 'modal', 'yg', 'tersisa', 'di', 'apbn', 'mungkin', 'hanya', 'setengah', 'dari', 'setengahnya']",,jgn bicara soal amerika china atau negara lain bila di hari pertama setelah pelantikan sebagai presiden anda harus membuat pilihan meneruskan kenaikan harga pengurangan subsidi atau membatalkannya modal yg tersisa di apbn mungkin hanya setengah dari setengahnya,"Don't talk about America, China or other countries if on the first day after being inaugurated as president you have to make a choice to continue the price increase, reduce subsidies or cancel it. The remaining capital in the APBN may only be half of that.",0.46875,-0.010416666666666664,negatif,0
Kondisi diamankan sampai pelantikan presiden baru ,kondisi diamankan sampai pelantikan presiden baru ,kondisi diamankan sampai pelantikan presiden baru,"['kondisi', 'diamankan', 'sampai', 'pelantikan', 'presiden', 'baru']","['kondisi', 'diamankan', 'sampai', 'pelantikan', 'presiden', 'baru']",,kondisi diamankan sampai pelantikan presiden baru,conditions were secured until the inauguration of the new president,0.45454545454545453,0.13636363636363635,positif,1
@hasyimmah Tunggu sampai bulan Oktober setelah pelantikan presiden keadaan seperti ini akan lebih parah  ,@hasyimmah tunggu sampai bulan oktober setelah pelantikan presiden keadaan seperti ini akan lebih parah  ,tunggu sampai bulan oktober setelah pelantikan presiden keadaan seperti ini akan lebih parah,"['tunggu', 'sampai', 'bulan', 'oktober', 'setelah', 'pelantikan', 'presiden', 'keadaan', 'seperti', 'ini', 'akan', 'lebih', 'parah']","['tunggu', 'sampai', 'bulan', 'oktober', 'setelah', 'pelantikan', 'presiden', 'keadaan', 'seperti', 'ini', 'akan', 'lebih', 'parah']",,tunggu sampai bulan oktober setelah pelantikan presiden keadaan seperti ini akan lebih parah,Wait until October after the presidential inauguration. This situation will be even worse,0.6,-0.4,negatif,0
 @T0M5helby Nanti setelah pelantikan presiden akan ada gebrakan dari presiden baru , @t0m5helby nanti setelah pelantikan presiden akan ada gebrakan dari presiden baru ,nanti setelah pelantikan presiden akan ada gebrakan dari presiden baru,"['nanti', 'setelah', 'pelantikan', 'presiden', 'akan', 'ada', 'gebrakan', 'dari', 'presiden', 'baru']","['nanti', 'setelah', 'pelantikan', 'presiden', 'akan', 'ada', 'gebrakan', 'dari', 'presiden', 'baru']",,nanti setelah pelantikan presiden akan ada gebrakan dari presiden baru,Later after the presidential inauguration there will be a breakthrough from the new president,0.22727272727272727,0.06818181818181818,positif,1
 @lalaloofin skrg posisinya cuma bisa nunggu armada baru yg dibeli dari China Sepertinya mereka udah susah gerak karena situasi politiknya jg makin panas menjelang pelantikan presiden baru. , @lalaloofin skrg posisinya cuma bisa nunggu armada baru yg dibeli dari china sepertinya mereka udah susah gerak karena situasi politiknya jg makin panas menjelang pelantikan presiden baru. ,skrg posisinya cuma bisa nunggu armada baru yg dibeli dari china sepertinya mereka udah susah gerak karena situasi politiknya jg makin panas menjelang pelantikan presiden baru,"['skrg', 'posisinya', 'cuma', 'bisa', 'nunggu', 'armada', 'baru', 'yg', 'dibeli', 'dari', 'china', 'sepertinya', 'mereka', 'udah', 'susah', 'gerak', 'karena', 'situasi', 'politiknya', 'jg', 'makin', 'panas', 'menjelang', 'pelantikan', 'presiden', 'baru']","['skrg', 'posisinya', 'cuma', 'bisa', 'nunggu', 'armada', 'baru', 'yg', 'dibeli', 'dari', 'china', 'sepertinya', 'mereka', 'udah', 'susah', 'gerak', 'karena', 'situasi', 'politiknya', 'jg', 'makin', 'panas', 'menjelang', 'pelantikan', 'presiden', 'baru']",,skrg posisinya cuma bisa nunggu armada baru yg dibeli dari china sepertinya mereka udah susah gerak karena situasi politiknya jg makin panas menjelang pelantikan presiden baru,"Now their only position is to wait for the new fleet purchased from China, it seems they are having difficulty moving because the political situation is also getting hotter ahead of the inauguration of the new president.",0.5022727272727273,0.06818181818181818,positif,1
Tebak kebijakannya masih bertahan ga sampe pelantikan presiden baru ,tebak kebijakannya masih bertahan ga sampe pelantikan presiden baru ,tebak kebijakannya masih bertahan ga sampe pelantikan presiden baru,"['tebak', 'kebijakannya', 'masih', 'bertahan', 'ga', 'sampe', 'pelantikan', 'presiden', 'baru']","['tebak', 'kebijakannya', 'masih', 'bertahan', 'ga_sampe', 'pelantikan', 'presiden', 'baru']","[(['ga', 'sampe'], 'ga_sampe'), (['sampe', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'baru'], 'baru')]",tebak kebijakannya masih bertahan ga_sampe pelantikan presiden baru,Guess the policy will still last until the new president is inaugurated,0.2606060606060606,0.06818181818181818,positif,1
Prabowo Subianto mulai menyusun kabinet pemerintahannya bersama Gibran Rakabuming Raka jelang pelantikan sebagai presiden dan wakil presiden RI pada 20 Oktober 2024. ,prabowo subianto mulai menyusun kabinet pemerintahannya bersama gibran rakabuming raka jelang pelantikan sebagai presiden dan wakil presiden ri pada 20 oktober 2024. ,prabowo subianto mulai menyusun kabinet pemerintahannya bersama gibran rakabuming raka jelang pelantikan sebagai presiden dan wakil presiden ri pada oktober,"['prabowo', 'subianto', 'mulai', 'menyusun', 'kabinet', 'pemerintahannya', 'bersama', 'gibran', 'rakabuming', 'raka', 'jelang', 'pelantikan', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'pada', 'oktober']","['prabowo', 'subianto', 'mulai', 'menyusun', 'kabinet', 'pemerintahannya', 'bersama', 'gibran', 'rakabuming', 'raka', 'jelang', 'pelantikan', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'pada', 'oktober']",,prabowo subianto mulai menyusun kabinet pemerintahannya bersama gibran rakabuming raka jelang pelantikan sebagai presiden dan wakil presiden ri pada oktober,Prabowo Subianto begins to assemble his government cabinet with Gibran Rakabuming Raka ahead of his inauguration as President and Vice President of the Republic of Indonesia in October,0.0,0.0,netral,2
@Fahrihamzah Jangan pulang dulu tunggu pelantikan Presiden (klo jadi) siapa tahu ada posisi mentri Bos ? ,@fahrihamzah jangan pulang dulu tunggu pelantikan presiden (klo jadi) siapa tahu ada posisi mentri bos ? ,jangan pulang dulu tunggu pelantikan presiden klo jadi siapa tahu ada posisi mentri bos ?,"['jangan', 'pulang', 'dulu', 'tunggu', 'pelantikan', 'presiden', 'klo', 'jadi', 'siapa', 'tahu', 'ada', 'posisi', 'mentri', 'bos', '?']","['jangan_pulang', 'dulu', 'tunggu', 'pelantikan', 'presiden', 'klo', 'jadi', 'siapa', 'tahu', 'ada', 'posisi', 'mentri', 'bos', '?']","[(['jangan', 'pulang'], 'jangan_pulang'), (['pulang', 'dulu'], 'dulu'), (['dulu', 'tunggu'], 'tunggu'), (['tunggu', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'klo'], 'klo'), (['klo', 'jadi'], 'jadi'), (['jadi', 'siapa'], 'siapa'), (['siapa', 'tahu'], 'tahu'), (['tahu', 'ada'], 'ada'), (['ada', 'posisi'], 'posisi'), (['posisi', 'mentri'], 'mentri'), (['mentri', 'bos'], 'bos'), (['bos', '?'], '?')]",jangan_pulang dulu tunggu pelantikan presiden klo jadi siapa tahu ada posisi mentri bos ?,"Don't go home yet, wait for the presidential inauguration. If so, who knows if there will be a ministerial position, boss?",0.0,0.0,netral,2
Momen seperti ini akan terualang di pelantikan presiden 20 oktober 2024. Betapa bangganya jokowi sama gibran ,momen seperti ini akan terualang di pelantikan presiden 20 oktober 2024. betapa bangganya jokowi sama gibran ,momen seperti ini akan terualang di pelantikan presiden oktober betapa bangganya jokowi sama gibran,"['momen', 'seperti', 'ini', 'akan', 'terualang', 'di', 'pelantikan', 'presiden', 'oktober', 'betapa', 'bangganya', 'jokowi', 'sama', 'gibran']","['momen', 'seperti', 'ini', 'akan', 'terualang', 'di', 'pelantikan', 'presiden', 'oktober', 'betapa', 'bangganya', 'jokowi', 'sama', 'gibran']",,momen seperti ini akan terualang di pelantikan presiden oktober betapa bangganya jokowi sama gibran,"Moments like this will happen at the presidential inauguration in October, how proud Jokowi is of Gibran",1.0,0.8,positif,1
 @MARQUEZ__93 Perlu di catat tuh siapa yg ngak hadir... Sekarang boleh sombong tp apa setelah pelantikan presiden masih bs sombong...., @marquez__93 perlu di catat tuh siapa yg ngak hadir... sekarang boleh sombong tp apa setelah pelantikan presiden masih bs sombong....,perlu di catat tuh siapa yg ngak hadir sekarang boleh sombong tp apa setelah pelantikan presiden masih bs sombong,"['perlu', 'di', 'catat', 'tuh', 'siapa', 'yg', 'ngak', 'hadir', 'sekarang', 'boleh', 'sombong', 'tp', 'apa', 'setelah', 'pelantikan', 'presiden', 'masih', 'bs', 'sombong']","['perlu', 'di', 'catat', 'tuh', 'siapa', 'yg', 'ngak', 'hadir', 'sekarang', 'boleh', 'sombong', 'tp', 'apa', 'setelah', 'pelantikan', 'presiden', 'masih', 'bs', 'sombong']",,perlu di catat tuh siapa yg ngak hadir sekarang boleh sombong tp apa setelah pelantikan presiden masih bs sombong,"It should be noted that whoever is not present now can be arrogant, but after the presidential inauguration he can still be arrogant",0.0,0.0,netral,2
@Ombahku @KompasTV butuh dana tunai segera jangan sampai keduluan pelantikan presiden atau sidang istimewa ,@ombahku @kompastv butuh dana tunai segera jangan sampai keduluan pelantikan presiden atau sidang istimewa ,butuh dana tunai segera jangan sampai keduluan pelantikan presiden atau sidang istimewa,"['butuh', 'dana', 'tunai', 'segera', 'jangan', 'sampai', 'keduluan', 'pelantikan', 'presiden', 'atau', 'sidang', 'istimewa']","['butuh', 'dana', 'tunai', 'segera', 'jangan_sampai', 'keduluan', 'pelantikan', 'presiden', 'atau', 'sidang', 'istimewa']","[(['jangan', 'sampai'], 'jangan_sampai'), (['sampai', 'keduluan'], 'keduluan'), (['keduluan', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'atau'], 'atau'), (['atau', 'sidang'], 'sidang'), (['sidang', 'istimewa'], 'istimewa')]",butuh dana tunai segera jangan_sampai keduluan pelantikan presiden atau sidang istimewa,"need cash immediately, don't wait for the presidential inauguration or special session",0.5714285714285714,0.35714285714285715,positif,1
@Viscanastashia Proses pelantikan presiden  ,@viscanastashia proses pelantikan presiden  ,proses pelantikan presiden,"['proses', 'pelantikan', 'presiden']","['proses', 'pelantikan', 'presiden']",,proses pelantikan presiden,presidential inauguration process,0.0,0.0,netral,2
kita lihat 5 tahun kedepan akan menjadi negara seperti apa,kita lihat 5 tahun kedepan akan menjadi negara seperti apa,kita lihat tahun kedepan akan menjadi negara seperti apa,"['kita', 'lihat', 'tahun', 'kedepan', 'akan', 'menjadi', 'negara', 'seperti', 'apa']","['kita', 'lihat', 'tahun', 'kedepan', 'akan', 'menjadi', 'negara', 'seperti', 'apa']",,kita lihat tahun kedepan akan menjadi negara seperti apa,Let's see what kind of country the next year will be,0.45,0.3,positif,1
pembodohan dengan seluruh kebohongan yang ada,pembodohan dengan seluruh kebohongan yang ada,pembodohan dengan seluruh kebohongan yang ada,"['pembodohan', 'dengan', 'seluruh', 'kebohongan', 'yang', 'ada']","['pembodohan', 'dengan', 'seluruh', 'kebohongan', 'yang', 'ada']",,pembodohan dengan seluruh kebohongan yang ada,fooling with all the lies that exist,0.0,0.0,netral,2
Belum dilantik sabar saja om. Btw menjelang pelantikan sudah bilang urusi makan siang gratis saja pusing berubah jadi sarapan gratis untuk anak sekolah. Jangan terlalu banyak berharap. Next presiden adalah penerus rezim saat ini. ,belum dilantik sabar saja om. btw menjelang pelantikan sudah bilang urusi makan siang gratis saja pusing berubah jadi sarapan gratis untuk anak sekolah. jangan terlalu banyak berharap. next presiden adalah penerus rezim saat ini. ,belum dilantik sabar saja om btw menjelang pelantikan sudah bilang urusi makan siang gratis saja pusing berubah jadi sarapan gratis untuk anak sekolah jangan terlalu banyak berharap next presiden adalah penerus rezim saat ini,"['belum', 'dilantik', 'sabar', 'saja', 'om', 'btw', 'menjelang', 'pelantikan', 'sudah', 'bilang', 'urusi', 'makan', 'siang', 'gratis', 'saja', 'pusing', 'berubah', 'jadi', 'sarapan', 'gratis', 'untuk', 'anak', 'sekolah', 'jangan', 'terlalu', 'banyak', 'berharap', 'next', 'presiden', 'adalah', 'penerus', 'rezim', 'saat', 'ini']","['belum', 'dilantik', 'sabar', 'saja', 'om', 'btw', 'menjelang', 'pelantikan', 'sudah', 'bilang', 'urusi', 'makan', 'siang', 'gratis', 'saja', 'pusing', 'berubah', 'jadi', 'sarapan', 'gratis', 'untuk', 'anak', 'sekolah', 'jangan_terlalu', 'banyak', 'berharap', 'next', 'presiden', 'adalah', 'penerus', 'rezim', 'saat', 'ini']","[(['jangan', 'terlalu'], 'jangan_terlalu'), (['terlalu', 'banyak'], 'banyak'), (['banyak', 'berharap'], 'berharap'), (['berharap', 'next'], 'next'), (['next', 'presiden'], 'presiden'), (['presiden', 'adalah'], 'adalah'), (['adalah', 'penerus'], 'penerus'), (['penerus', 'rezim'], 'rezim'), (['rezim', 'saat'], 'saat'), (['saat', 'ini'], 'ini')]",belum dilantik sabar saja om btw menjelang pelantikan sudah bilang urusi makan siang gratis saja pusing berubah jadi sarapan gratis untuk anak sekolah jangan_terlalu banyak berharap next presiden adalah penerus rezim saat ini,"Not yet inaugurated, just be patient, uncle, btw, before the inauguration, you already said that you should take care of the free lunch, it's a headache to turn it into a free breakfast for school children, don't expect too much, the next president will be the successor to the current regime",0.44000000000000006,0.2,positif,1
@kumparan Ini kapan pelantikan presiden baru...? Apa sengaja diundur2 krn ada mimpi yg belum terwujud....? Lama banget.. ,@kumparan ini kapan pelantikan presiden baru...? apa sengaja diundur2 krn ada mimpi yg belum terwujud....? lama banget.. ,ini kapan pelantikan presiden baru ? apa sengaja diundur krn ada mimpi yg belum terwujud ? lama banget,"['ini', 'kapan', 'pelantikan', 'presiden', 'baru', '?', 'apa', 'sengaja', 'diundur', 'krn', 'ada', 'mimpi', 'yg', 'belum', 'terwujud', '?', 'lama', 'banget']","['ini', 'kapan', 'pelantikan', 'presiden', 'baru', '?', 'apa', 'sengaja', 'diundur', 'krn', 'ada', 'mimpi', 'yg', 'belum', 'terwujud', '?', 'lama', 'banget']",,ini kapan pelantikan presiden baru ? apa sengaja diundur krn ada mimpi yg belum terwujud ? lama banget,When is the inauguration of the new president? Was it deliberately postponed because there were dreams that haven't come true? take a long time,0.5015151515151515,0.14545454545454545,positif,1
